site.gen,PlotID,Site,Treatment,Site group,Burned,Thinned,Texture,Plot#,Depth,perc.clay,perc.sand,perc.silt,DWE,perc.water,perc.org.mat,ph,n.perc,c.perc,c.n.ratio,c.mineralization,DOC,ammonium,nitrate,n.inorg,n.total,n.org,n.min,nitrification,H1,H2_inorg,H2_org,H2_total,p.inorg,p.total,MBC,MBN,MBP,Ca,K,Na,BG.activity,NAG.activity,AP.activity,Phenox.activity,Perox.activity,perc.great.4mm,perc.great.2mm,perc.great.1mm,perc.great.500 um,perc.great.250 um,perc.great.53um,perc.great.53um,perc.large.macro,perc.small.macro,perc.micro,perc.clay.silt,avg.aggregate.size,perc.fWAS
lake_co,NA,"Lake Co., Middlefork",Burned,2,Yes,No,silt loam,7,0-5,21,26,53,0.721,27.87416472,8.028463792,6.14,0.29,4.14,14.49839401,1.870345929,0.091821216,5.444500079,1.382087155,6.826587234,5.007538943,-1.819048291,0.515228077,0.886216931,1.100329119,4.783921568,2.866643925,7.650565492,5.884250686,13.53481618,1.02305324,185.3249625,46.3976215,1.969296358,91.64817881,4.652317881,3.587469984,1.675924948,3.807499223,0.437972352,0.341648536,39.59845769,23.96380278,14.386,7.558813942,5.520589299,7.79332868,1.178821605,63.56226047,27.46558925,7.79332868,1.178821605,3.40012693,71.47111328
lake_co,NA,"Lake Co., Middlefork",Burned,2,Yes,No,silt loam,7,15-May,22,28,50,0.768,23.16010764,5.333887807,5.86,0.21,2.84,13.50404453,0.876905388,0.067959059,5.872977417,0.54702815,6.420005567,4.31151179,-2.108493777,0.593961646,0.971856133,1.150811588,3.195612116,1.597408902,4.793021019,4.346423704,9.139444723,0.553436498,171.1516566,18.15503695,1.31230198,63.84075908,5.924092409,2.944353029,0.890982119,2.899310243,0.384219977,0.345366271,42.85398601,22.31458734,13.453,7.337631556,6.096794718,6.881974322,1.062070681,65.16857335,26.88738165,6.881974322,1.062070681,3.531073968,64.41979711
lake_co,OEL0,"Lake Co., Old School",Control,2,No,No,loam,5,0-5,24,28,48,0.655,34.49696319,12.72376272,5.92,0.37,4.44,12.01382065,1.730447416,0.127034994,1.960125825,3.25774585,5.217871675,19.40768046,14.18980878,1.14438404,1.263349076,1.947166266,2.979043468,0.513343652,3.492387119,4.926209734,8.418596853,1.672626125,493.1339298,116.4170429,3.363850671,106.5092282,8.932885906,3.954544709,1.497051344,4.050410755,0.340031017,0.804901992,26.83362069,32.76153592,23.15,10.52501241,4.46713691,1.942328443,0.320530496,59.59515661,38.14198445,1.942328443,0.320530496,3.038827771,-2.438448088
lake_co,OEL0,"Lake Co., Old School",Control,2,No,No,clay loam,5,15-May,30,25,45,0.735,26.46608483,6.983342009,6.07,0.26,3.03,11.6502285,0.960889259,0.048145043,2.802434241,2.39968571,5.202119952,0.393234901,-4.808885051,0.689680645,0.865340355,1.550306094,0.983849549,-0.39693311,0.58691644,2.534155643,3.121072083,0.87502066,266.8998891,33.97546535,2.448586957,86.09615385,9.525083612,3.096873407,0.831821809,2.399029421,0.651345343,0.699705091,37.92332665,27.79457363,17.801,7.925535731,4.231017555,3.706930026,0.618001965,65.71790028,29.95716773,3.706930026,0.618001965,3.457333628,80.16234106
morton,OEM0,Morton Arboretum,Annual Burn,1,Yes,No,silt loam,2,0-5,18,24,58,0.676,32.3625211,10.82990615,5.57,0.46,5.57,12.19449615,1.99340241,0.136540813,6.993739549,5.03586086,12.02960041,22.45187267,10.42227226,1.60472401,2.072216642,3.353680938,7.003757105,3.954878007,10.95863511,10.35743804,21.31607316,1.313846943,359.5747364,77.81949091,2.281425,118.4991667,8.203333333,3.911550692,1.201926849,4.45371455,0.609520475,0.881735595,27.29856805,24.66512185,20.265,11.56228978,7.754067555,6.439931752,2.015435903,51.9636899,39.58094244,6.439931752,2.015435903,2.807922029,88.67836425
morton,OEM0,Morton Arboretum,Annual Burn,1,Yes,No,silt loam,2,15-May,22,22.5,55.5,0.78,22.02751882,4.226207602,4.85,0.2,,,0.712615378,0.073044147,6.167090641,0.783495122,6.950585763,8.046193508,1.095607745,0.596631685,0.842108282,1.054358216,4.297494259,3.883264584,8.180758842,5.351852475,13.53261132,0.337393062,112.6665046,24.34278074,0.729859272,66.75413907,9.251655629,2.756902314,0.786841418,2.466303376,0.505054336,0.543330899,37.34683423,23.77992096,15.097,8.327546809,7.176151293,6.843209793,1.429100367,61.12675519,30.60093465,6.843209793,1.429100367,3.280779574,53.55635012
morton,OEM2,Morton Arboretum,Burned,1,Yes,No,silt loam,4,0-5,20,30,50,0.658,34.15520157,12.2007673,6.44,0.49,6.06,12.46168995,2.862486594,0.160933947,4.662174166,13.95229537,18.61446954,33.1314003,14.51693076,1.901293733,2.225318567,3.931063987,6.347939906,2.235608972,8.583548878,10.27900389,18.86255277,2.2000264,429.5365806,114.3917161,3.532327303,130.0649671,6.328947368,3.470488601,1.503708009,4.256779266,0.875906539,0.791374454,19.09892073,29.15585934,26.159,12.98729933,7.121204231,4.539909656,0.93784174,48.25478006,46.26746854,4.539909656,0.93784174,2.54423125,90.3972684
morton,OEM2,Morton Arboretum,Burned,1,Yes,No,silt loam,4,15-May,21,28,51,0.758,24.19976448,6.021232022,6.52,0.26,3,11.31264782,1.676025548,0.078817311,8.44550229,2.387967718,10.83347001,23.05594031,12.2224703,0.95588794,1.559139989,1.200962933,3.940481649,1.378290019,5.318771669,5.141444583,10.46021625,0.737446582,199.1737384,21.00886855,2.015985099,82.39983444,7.791390728,2.411544735,0.697282592,2.37540743,0.482235742,0.345461277,33.98800786,28.01068093,18.196,9.316577423,6.324613719,3.754149893,0.410012505,61.99868879,33.83714881,3.754149893,0.410012505,3.251928087,75.76629833
morton,OEM3,Morton Arboretum,Burned & Thinned,1,Yes,Yes,silt loam,1,0-5,20,24,56,0.715,28.50998688,8.394514123,5.69,0.37,4.31,11.61672592,1.979551741,0.110507078,8.529585926,2.792097187,11.32168311,18.02815124,6.706468124,1.621090376,2.210581653,1.902466858,5.722416228,-0.694135092,5.028281137,7.624883086,12.65316422,1.040470283,406.2182733,87.08118537,1.764660596,112.8468543,8.387417219,3.836394313,1.57495219,5.52336664,0.583106065,0.708756532,30.79197676,30.65794653,20.512,9.408357355,4.510684097,3.069185192,1.049865613,61.44992329,34.4310259,3.069185192,1.049865613,3.167342544,84.04466531
morton,OEM3,Morton Arboretum,Burned & Thinned,1,Yes,Yes,silt loam,1,15-May,22,22,56,0.792,20.83631466,4.061993248,5.04,0.19,,12.28387833,0.726700094,0.084424577,5.488190808,0.988633167,6.476823975,6.058440168,-0.418383807,0.644588211,0.971412634,0.85160168,0.822712007,5.012941599,5.835653606,1.674313687,7.509967292,0.362356832,121.495967,20.05240057,0.71953125,72.96628289,4.207236842,2.429923717,0.928803405,2.886214717,0.500595881,0.488496341,38.84142624,25.01520356,15.962,8.549913495,5.657776786,4.341257185,1.632913313,63.8566298,30.16919971,4.341257185,1.632913313,3.412715063,32.80346311
morton,OEM1,Morton Arboretum,Control,1,No,No,silt loam,3,0-5,18,21,61,0.688,31.17091955,9.526590839,5.68,0.41,4.68,11.50522709,1.780336557,0.095866428,8.2299223,3.35359239,11.58351469,8.541439668,-3.042075023,1.50328485,2.051255903,3.399438919,3.753896871,10.88011142,14.63400829,7.15333579,21.78734408,1.133987389,314.5070984,60.79094612,2.040819536,111.4561258,6.350993377,3.505006347,1.467507758,4.705819786,0.668914778,0.78154562,33.32418797,26.7616691,20.119,10.8205553,4.992548269,3.000747783,0.980989325,60.08585707,35.93240582,3.000747783,0.980989325,3.208773201,48.91632977
morton,OEM1,Morton Arboretum,Control,1,No,No,silt loam,3,15-May,24,22,54,0.777,22.34635866,4.378750319,4.82,0.19,,11.83466816,0.651685409,0.068795653,6.171080746,0.463622266,6.634703013,-2.889931623,-9.524634636,0.59580732,0.783665458,1.034554869,2.245688415,9.414144204,11.65983262,3.280243284,14.9400759,0.310524749,112.768293,2.040112566,0.589070724,74.72286184,4.976973684,2.705465772,0.5842583,3.685317949,0.285939842,0.577148598,39.49180885,27.07516626,16.22,7.358311243,5.203567499,3.780681191,0.870019543,66.56697511,28.78232416,3.780681191,0.870019543,3.5057292,65.28458768
olson,OEO0,Olson Woods,Burned,8,Yes,No,silt loam,23,0-5,14,23,63,0.666,33.36804006,7.913535233,4.49,0.29,3.82,13.22213554,1.810378008,0.10932323,3.290967737,3.320198248,6.611165984,26.22637773,19.61521174,1.561060793,1.660530517,4.965651499,9.050172893,59.28861403,68.33878692,14.01582439,82.35461132,0.64571657,208.831055,22.08504506,0.591425,98.19916667,-2.336666667,2.323305256,1.023870058,5.203916796,1.294503707,1.120871002,37.7027784,27.89471075,15.443,6.154317095,4.109475648,4.817998867,3.877453759,65.59748915,25.70705823,4.817998867,3.877453759,3.400551714,82.61848257
olson,OEO0,Olson Woods,Burned,8,Yes,No,silt loam,23,15-May,16,19,65,0.765,23.53857856,2.962513648,4.39,0.12,,,0.356338338,0.09033762,1.648646542,1.426918824,3.075565366,6.894563154,3.818997788,0.370005066,0.308826585,0.307417106,6.423295162,7.73798251,14.16127767,6.730712267,20.89198994,0.202206714,113.8871421,6.560537428,0.243628247,67.14853896,2.574675325,1.29718973,0.241313962,1.810469143,0.896188822,1.217953586,38.04953247,17.51540185,11.934,7.768506373,8.171558866,11.82057778,4.740836914,55.56493432,27.87365098,11.82057778,4.740836914,3.095509431,50.98537554
olson,OEO1,Olson Woods,Burned & Thinned,8,Yes,Yes,silt loam,24,0-5,15,21,64,0.673,32.65000394,8.654296418,4.38,0.29,4.01,13.77310276,1.689272183,0.001047212,6.816129883,4.681992296,11.49812218,32.14791174,20.64978956,2.652745975,1.971083844,2.992062879,7.910287669,56.76550182,64.67578949,10.90235055,75.57814004,1.098379345,269.2873595,70.23474443,0.544540134,86.80852843,6.033444816,1.836160304,1.165669037,5.853263751,1.128774964,0.571813633,25.83563463,25.24443927,20.747,11.26568219,7.261182712,6.388154901,3.257676599,51.08007391,39.27409459,6.388154901,3.257676599,2.740943092,82.43439041
olson,OEO1,Olson Woods,Burned & Thinned,8,Yes,Yes,silt loam,24,15-May,17,18,65,0.775,22.45746767,2.993461381,4.28,0.11,,,0.630914893,0.108849914,2.986837472,1.171465544,4.158303016,34.16914138,30.01083836,0.532852858,0.237706701,-0.445589811,8.926304589,4.209390945,13.13569553,8.480714778,21.61641031,0.212695023,57.21550943,36.57355117,0.128778689,54.15655738,0.495081967,0.297805832,0.371141854,2.216327723,0.682563805,1.039539371,35.22655208,20.96776063,13.948,10.02300179,8.651058598,7.669808717,3.513764203,56.19431271,32.62211437,7.669808717,3.513764203,3.072011644,50.5654318
olson,OEO2,Olson Woods,Control,8,No,No,sandy loam,25,0-5,4,73,23,0.832,16.78933912,4.902234637,3.95,0.1,,,1.412568949,0.111668509,3.041183743,1.750701385,4.791885128,5.33158474,0.539699612,1.191122887,0.99971002,7.520749723,12.16749756,45.06772031,57.23521787,19.68824728,76.92346515,0.534897811,234.671737,160.689727,0.182715947,50.86960133,-0.65448505,1.782946359,0.975443459,3.92813968,0.558182759,0.500009866,4.269612024,9.823487463,12.157,15.73398883,32.06564326,24.71502282,1.234767633,14.09309949,59.95711006,24.71502282,1.234767633,1.009265066,69.63108821
olson,OEO2,Olson Woods,Control,8,No,No,sandy loam,25,15-May,6,74,20,0.89,11.01686084,1.812858649,4.12,0.06,,,0.389515212,0.065114408,1.328901393,0.407972198,1.736873591,5.284033505,3.547159914,0.251883057,0.293521946,3.312764775,12.16886623,42.8883108,55.05717703,15.48163101,70.53880804,1.150277595,80.25513441,-30.43118074,0.067945545,30.43481848,-0.768976898,0.892567749,0.207562571,1.6788669,0.253759905,0.176321437,3.233916352,6.755269996,8.517,15.29563803,38.20857423,24.94114566,3.048828025,9.989186348,62.02083997,24.94114566,3.048828025,0.82103571,74.41785543
