"month","year","MON.x","new.mean","MON.y","old.mean","diff","Date","pcent.diff"
12,"2018","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2018-12-00-000000-g01.h5",3.05156372633064e-05,"2018DEC.h5",3.05156358990644e-05,-1.36424205265939e-12,2018-12-15,-4.4706326862709e-06
12,"2019","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2019-12-00-000000-g01.h5",3.57395365426783e-05,"2019DEC.h5",3.57395374472832e-05,9.04604943198755e-13,2019-12-15,2.53110428172221e-06
12,"2020","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2020-12-00-000000-g01.h5",3.18221718771383e-05,"2020DEC.h5",3.18221732536048e-05,1.37646644570669e-12,2020-12-15,4.32549498441404e-06
12,"2021","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2021-12-00-000000-g01.h5",4.24836216552649e-05,"2021DEC.h5",4.26388244519057e-05,1.55202796640782e-07,2021-12-15,0.365323836795706
12,"2022","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2022-12-00-000000-g01.h5",2.63397178059677e-05,"2022DEC.h5",2.66354486411142e-05,2.957308351465e-07,2022-12-15,1.12275627751599
12,"2023","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2023-12-00-000000-g01.h5",1.16179708129494e-05,"2023DEC.h5",1.16179708587908e-05,4.5841467151116e-14,2023-12-15,3.94573795858832e-07
12,"2024","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2024-12-00-000000-g01.h5",3.27143061440438e-05,"2024DEC.h5",3.27598224391042e-05,4.5516295060358e-08,2024-12-15,0.139132692773458
12,"2025","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2025-12-00-000000-g01.h5",2.33260561799398e-05,"2025DEC.h5",2.33948708374819e-05,6.88146575421631e-08,2025-12-15,0.295011968638503
12,"2026","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2026-12-00-000000-g01.h5",2.94221226795344e-05,"2026DEC.h5",2.94221257723053e-05,3.09277096324063e-12,2026-12-15,1.05117193616167e-05
12,"2027","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2027-12-00-000000-g01.h5",4.8678364692023e-05,"2027DEC.h5",4.86783673813891e-05,2.68936605027793e-12,2027-12-15,5.52476664417156e-06
12,"2028","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2028-12-00-000000-g01.h5",1.71969259099569e-05,"2028DEC.h5",1.71969269783687e-05,1.06841178767092e-12,2028-12-15,6.21280682455705e-06
12,"2029","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2029-12-00-000000-g01.h5",3.5963883419754e-05,"2029DEC.h5",3.59638898204452e-05,6.40069120887718e-12,2029-12-15,1.77975529869201e-05
12,"2030","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2030-12-00-000000-g01.h5",3.3135489502456e-05,"2030DEC.h5",3.31354897151604e-05,2.12704406496976e-13,2030-12-15,6.41923225686014e-07
12,"2031","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2031-12-00-000000-g01.h5",1.83670763362898e-05,"2031DEC.h5",1.8367074981216e-05,-1.35507375787392e-12,2031-12-15,-7.37773249159801e-06
12,"2032","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2032-12-00-000000-g01.h5",4.90794036522857e-06,"2032DEC.h5",4.90794073440518e-06,3.69176613107883e-13,2032-12-15,7.52202728993012e-06
12,"2033","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2033-12-00-000000-g01.h5",2.71998251264449e-05,"2033DEC.h5",2.71998272669358e-05,2.14049088919028e-12,2033-12-15,7.86950238307327e-06
12,"2034","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2034-12-00-000000-g01.h5",3.34671458404046e-05,"2034DEC.h5",3.34671473195559e-05,1.47915132833049e-12,2034-12-15,4.41971159670373e-06
12,"2035","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2035-12-00-000000-g01.h5",3.33050884364638e-05,"2035DEC.h5",3.33050899339518e-05,1.49748791790144e-12,2035-12-15,4.49627366450045e-06
12,"2036","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2036-12-00-000000-g01.h5",1.94746498891618e-05,"2036DEC.h5",1.94746478159051e-05,-2.07325674098265e-12,2036-12-15,-1.06459256188352e-05
12,"2037","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2037-12-00-000000-g01.h5",2.16379576158943e-05,"2037DEC.h5",2.16562204036686e-05,1.82627877742941e-08,2037-12-15,0.0844016246749568
12,"2038","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2038-12-00-000000-g01.h5",1.24508414955926e-05,"2038DEC.h5",1.24508415053721e-05,9.77951376021462e-15,2038-12-15,7.85449927320769e-08
12,"2039","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2039-12-00-000000-g01.h5",1.4045525858819e-05,"2039DEC.h5",1.40455259642544e-05,1.05435373092314e-13,2039-12-15,7.5066874938301e-07
12,"2040","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2040-12-00-000000-g01.h5",2.82280470855767e-05,"2040DEC.h5",2.83824644895347e-05,1.54417403957991e-07,2040-12-15,0.547035377579808
12,"2041","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2041-12-00-000000-g01.h5",3.11075455101673e-05,"2041DEC.h5",3.15272723348185e-05,4.1972682465125e-07,2041-12-15,1.34927657508068
12,"2042","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2042-12-00-000000-g01.h5",2.58847085206071e-05,"2042DEC.h5",2.58847094741096e-05,9.53502508611696e-13,2042-12-15,3.68365171699025e-06
12,"2043","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2043-12-00-000000-g01.h5",3.64741281373426e-05,"2043DEC.h5",3.64741329635323e-05,4.82618962561977e-12,2043-12-15,1.32318162870959e-05
12,"2044","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2044-12-00-000000-g01.h5",2.47917323576985e-05,"2044DEC.h5",2.47917325190605e-05,1.61361961796948e-13,2044-12-15,6.50870046747798e-07
12,"2045","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2045-12-00-000000-g01.h5",1.39560245315806e-06,"2045DEC.h5",1.3956030044781e-06,5.51320041010012e-13,2045-12-15,3.95040894218823e-05
12,"2046","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2046-12-00-000000-g01.h5",4.08872547268402e-05,"2046DEC.h5",4.1653246692095e-05,7.65991965254801e-07,2046-12-15,1.87342478816992
12,"2047","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2047-12-00-000000-g01.h5",2.69973770627985e-05,"2047DEC.h5",2.69973774698707e-05,4.07072226811132e-13,2047-12-15,1.50782140106998e-06
12,"2048","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2048-12-00-000000-g01.h5",2.45048940996639e-05,"2048DEC.h5",2.45048899543729e-05,-4.14529104062768e-12,2048-12-15,-1.69161761043313e-05
12,"2049","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2049-12-00-000000-g01.h5",2.53523085120833e-05,"2049DEC.h5",2.5352310947182e-05,2.43509871622927e-12,2049-12-15,9.60503740987662e-06
12,"2050","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2050-12-00-000000-g01.h5",1.57319391291821e-05,"2050DEC.h5",1.57319389580407e-05,-1.71141475557163e-13,2050-12-15,-1.08786001318251e-06
12,"2051","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2051-12-00-000000-g01.h5",3.21813749906141e-05,"2051DEC.h5",3.21813797679062e-05,4.77729206020683e-12,2051-12-15,1.48448972892012e-05
12,"2052","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2052-12-00-000000-g01.h5",2.45638493652223e-05,"2052DEC.h5",2.45638495754818e-05,2.10259527209889e-13,2052-12-15,8.55971404867262e-07
12,"2053","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2053-12-00-000000-g01.h5",1.32922059492557e-05,"2053DEC.h5",1.32922054871737e-05,-4.62081985359592e-13,2053-12-15,-3.47633783981394e-06
12,"2054","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2054-12-00-000000-g01.h5",1.92037659871858e-05,"2054DEC.h5",1.92037683220445e-05,2.33485870950443e-12,2054-12-15,1.2158337647783e-05
12,"2055","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2055-12-00-000000-g01.h5",8.05822674010415e-06,"2055DEC.h5",8.05822655459901e-06,-1.85505135016049e-13,2055-12-15,-2.30205901008418e-06
12,"2056","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2056-12-00-000000-g01.h5",3.1627067073714e-05,"2056DEC.h5",3.16270710429738e-05,3.96925980988448e-12,2056-12-15,1.25501988579302e-05
12,"2057","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2057-12-00-000000-g01.h5",1.83696174644865e-05,"2057DEC.h5",1.83696166952667e-05,-7.69219814933256e-13,2057-12-15,-4.18745690344835e-06
12,"2058","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2058-12-00-000000-g01.h5",1.20284103104495e-05,"2058DEC.h5",1.20284105274325e-05,2.16982942708279e-13,2058-12-15,1.80392036863708e-06
12,"2059","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2059-12-00-000000-g01.h5",3.01283143926412e-05,"2059DEC.h5",3.01283121451869e-05,-2.24745431480163e-12,2059-12-15,-7.45960854198202e-06
12,"2060","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2060-12-00-000000-g01.h5",1.74603901541559e-05,"2060DEC.h5",1.74603922323024e-05,2.07814649616869e-12,2060-12-15,1.19020622024735e-05
12,"2061","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2061-12-00-000000-g01.h5",1.71497740666382e-05,"2061DEC.h5",1.71497718748049e-05,-2.1918333338903e-12,2061-12-15,-1.27805376615164e-05
12,"2062","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2062-12-00-000000-g01.h5",2.60126143984962e-05,"2062DEC.h5",2.60126145390767e-05,1.40580499715173e-13,2062-12-15,5.40432032458682e-07
12,"2063","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2063-12-00-000000-g01.h5",2.19581979763461e-05,"2063DEC.h5",2.22027395867244e-05,2.44541610378311e-07,2063-12-15,1.1136688476975
12,"2064","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2064-12-00-000000-g01.h5",1.06360466816113e-05,"2064DEC.h5",1.06360469212094e-05,2.39598066796467e-13,2064-12-15,2.2526985166138e-06
12,"2065","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2065-12-00-000000-g01.h5",8.51674121804535e-06,"2065DEC.h5",8.51674121804535e-06,0,2065-12-15,0
12,"2066","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2066-12-00-000000-g01.h5",1.25003662105883e-05,"2066DEC.h5",1.25003666115483e-05,4.00960030287481e-13,2066-12-15,3.20758626326523e-06
12,"2067","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2067-12-00-000000-g01.h5",3.16441437462345e-05,"2067DEC.h5",3.16441450273507e-05,1.28111619077977e-12,2067-12-15,4.04850957202996e-06
12,"2068","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2068-12-00-000000-g01.h5",5.28705140823149e-06,"2068DEC.h5",5.28705143268027e-06,2.44487827064706e-14,2068-12-15,4.62427562908374e-07
12,"2069","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2069-12-00-000000-g01.h5",3.73822913388722e-05,"2069DEC.h5",3.73822929427123e-05,1.60384012114993e-12,2069-12-15,4.29037403382182e-06
12,"2070","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2070-12-00-000000-g01.h5",1.81278901436599e-05,"2070DEC.h5",1.8127889679133e-05,-4.64526864646679e-13,2070-12-15,-2.56249823582522e-06
12,"2071","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2071-12-00-000000-g01.h5",1.21293660413357e-05,"2071DEC.h5",1.2129365373884e-05,-6.6745175738344e-13,2071-12-15,-5.50277529098864e-06
12,"2072","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2072-12-00-000000-g01.h5",2.66164206550457e-05,"2072DEC.h5",2.66164238822849e-05,3.22723926304402e-12,2072-12-15,1.21249934537104e-05
12,"2073","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2073-12-00-000000-g01.h5",1.57091326400405e-05,"2073DEC.h5",1.57091328429654e-05,2.02924892736761e-13,2073-12-15,1.29176382923646e-06
12,"2074","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2074-12-00-000000-g01.h5",2.73535333690234e-05,"2074DEC.h5",2.73535342424561e-05,8.73432748382027e-13,2074-12-15,3.19312585261855e-06
12,"2075","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2075-12-00-000000-g01.h5",1.34742667796672e-05,"2075DEC.h5",1.34742658946213e-05,-8.85045919066458e-13,2075-12-15,-6.56841617763249e-06
12,"2076","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2076-12-00-000000-g01.h5",2.43340673478087e-05,"2076DEC.h5",2.43340661400389e-05,-1.20776984604849e-12,2076-12-15,-4.96328800281276e-06
12,"2077","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2077-12-00-000000-g01.h5",1.90716909855837e-05,"2077DEC.h5",1.95935410144841e-05,5.21850028900357e-07,2077-12-15,2.73625463675362
12,"2078","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2078-12-00-000000-g01.h5",1.55962152348366e-05,"2078DEC.h5",1.55962160025283e-05,7.67691764108278e-13,2078-12-15,4.92229526027899e-06
12,"2079","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2079-12-00-000000-g01.h5",1.52729389810702e-05,"2079DEC.h5",1.52729405066742e-05,1.52560401445634e-12,2079-12-15,9.98893543435742e-06
12,"2080","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2080-12-00-000000-g01.h5",2.0969302568119e-05,"2080DEC.h5",2.12660569001943e-05,2.96754332075287e-07,2080-12-15,1.41518455900609
12,"2081","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2081-12-00-000000-g01.h5",2.43498034251388e-05,"2081DEC.h5",2.43498062807566e-05,2.85561777403718e-12,2081-12-15,1.17274777222676e-05
12,"2082","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2082-12-00-000000-g01.h5",3.0600385798607e-06,"2082DEC.h5",3.06003842094362e-06,-1.5891708505096e-13,2082-12-15,-5.19330332071632e-06
12,"2083","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2083-12-00-000000-g01.h5",3.58077231794596e-05,"2083DEC.h5",3.5807724475245e-05,1.29578545972602e-12,2083-12-15,3.61873178089667e-06
12,"2084","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2084-12-00-000000-g01.h5",2.16244516195729e-05,"2084DEC.h5",2.16244524263828e-05,8.06809815761004e-13,2084-12-15,3.73100705886031e-06
12,"2085","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2085-12-00-000000-g01.h5",2.76586488325847e-05,"2085DEC.h5",2.76586487739077e-05,-5.86770791731559e-14,2085-12-15,-2.12147310829636e-07
12,"2086","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2086-12-00-000000-g01.h5",2.71775279543363e-05,"2086DEC.h5",2.71775292623461e-05,1.30800985277332e-12,2086-12-15,4.81283601860838e-06
12,"2087","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2087-12-00-000000-g01.h5",2.17110246012453e-05,"2087DEC.h5",2.18534946334232e-05,1.42470032177923e-07,2087-12-15,0.656210541854163
12,"2088","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2088-12-00-000000-g01.h5",1.10065711851348e-05,"2088DEC.h5",1.1006571391727e-05,2.06592209973325e-13,2088-12-15,1.87698971920724e-06
12,"2089","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2089-12-00-000000-g01.h5",3.29120375681669e-05,"2089DEC.h5",3.29120365193141e-05,-1.04885276353862e-12,2089-12-15,-3.18683630595729e-06
12,"2090","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2090-12-00-000000-g01.h5",2.93559023702983e-05,"2090DEC.h5",2.93559052546434e-05,2.88434509295495e-12,2090-12-15,9.82543495453569e-06
12,"2091","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2091-12-00-000000-g01.h5",1.72454474522965e-05,"2091DEC.h5",1.72454472102536e-05,-2.42042944389488e-13,2091-12-15,-1.4035179130012e-06
12,"2092","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2092-12-00-000000-g01.h5",2.37956646742532e-05,"2092DEC.h5",2.37956657799494e-05,1.1056961790113e-12,2092-12-15,4.64662868182586e-06
12,"2093","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2093-12-00-000000-g01.h5",1.70721523318207e-05,"2093DEC.h5",1.70721533329983e-05,1.00117763607516e-12,2093-12-15,5.86439024008456e-06
12,"2094","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2094-12-00-000000-g01.h5",2.09329973586136e-05,"2094DEC.h5",2.09329935293231e-05,-3.82929052914404e-12,2094-12-15,-1.82930827485883e-05
12,"2095","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2095-12-00-000000-g01.h5",2.14708488783799e-05,"2095DEC.h5",2.14708492255526e-05,3.47172709688499e-13,2095-12-15,1.61694915234989e-06
12,"2096","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2096-12-00-000000-g01.h5",1.1638901924016e-05,"2096DEC.h5",1.16389040748976e-05,2.15088162361929e-12,2096-12-15,1.84801078217944e-05
12,"2097","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2097-12-00-000000-g01.h5",2.12336708500516e-05,"2097DEC.h5",2.12336720187034e-05,1.16865179439576e-12,2097-12-15,5.50376710872769e-06
12,"2098","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2098-12-00-000000-g01.h5",1.80827537406003e-05,"2098DEC.h5",1.80827557111722e-05,1.97057185497072e-12,2098-12-15,1.08975208190643e-05
12,"2099","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2099-12-00-000000-g01.h5",2.32644251809688e-05,"2099DEC.h5",2.32644249780439e-05,-2.02924892736761e-13,2099-12-15,-8.72254057870947e-07
2,"2007","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2007-02-00-000000-g01.h5",9.64172613748815e-06,"2007FEB.h5",9.64172585462447e-06,-2.82863679649929e-13,2007-02-15,-2.93374522453149e-06
2,"2008","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2008-02-00-000000-g01.h5",2.69967968051787e-05,"2008FEB.h5",2.6826448507647e-05,-1.70348297531787e-07,2008-02-15,-0.630994479682523
2,"2009","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2009-02-00-000000-g01.h5",2.30130535783246e-05,"2009FEB.h5",2.30130526475136e-05,-9.30810983845731e-13,2009-02-15,-4.04470871240292e-06
2,"2010","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2010-02-00-000000-g01.h5",2.28310564125422e-05,"2010FEB.h5",2.30519275554625e-05,2.20871142920215e-07,2010-02-15,0.967415343947375
2,"2011","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2011-02-00-000000-g01.h5",2.24196128328913e-06,"2011FEB.h5",2.24196095305593e-06,-3.30233195084924e-13,2011-02-15,-1.47296564612098e-05
2,"2012","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2012-02-00-000000-g01.h5",6.48636632831767e-05,"2012FEB.h5",6.48636740141688e-05,1.07309920904753e-11,2012-02-15,1.65439192789663e-05
2,"2013","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2013-02-00-000000-g01.h5",4.20413998654112e-05,"2013FEB.h5",4.23369124075093e-05,2.95512542098074e-07,2013-02-15,0.702908426085025
2,"2014","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2014-02-00-000000-g01.h5",5.27659321960527e-05,"2014FEB.h5",5.23733810138895e-05,-3.92551182163258e-07,2014-02-15,-0.743948160917018
2,"2015","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2015-02-00-000000-g01.h5",1.85940734809265e-05,"2015FEB.h5",1.84894665984476e-05,-1.04606882478903e-07,2015-02-15,-0.562581849459765
2,"2016","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2016-02-00-000000-g01.h5",1.18103598651942e-05,"2016FEB.h5",1.18103590785335e-05,-7.86660646833696e-13,2016-02-15,-6.66076780397873e-06
2,"2017","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2017-02-00-000000-g01.h5",1.68355109053664e-05,"2017FEB.h5",1.68355126039019e-05,1.69853549085962e-12,2017-02-15,1.00890047205482e-05
2,"2018","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2018-02-00-000000-g01.h5",2.12769064091844e-05,"2018FEB.h5",2.12769061107565e-05,-2.98427949019242e-13,2018-02-15,-1.40259087677563e-06
2,"2019","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2019-02-00-000000-g01.h5",4.10850188927725e-05,"2019FEB.h5",4.10850180509485e-05,-8.4182396567923e-13,2019-02-15,-2.04898035205403e-06
2,"2020","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2020-02-00-000000-g01.h5",2.60511151282117e-05,"2020FEB.h5",2.60511164989875e-05,1.37077578021144e-12,2020-02-15,5.26186987315214e-06
2,"2021","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2021-02-00-000000-g01.h5",0,"2021FEB.h5",0,0,2021-02-15,NA
2,"2022","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2022-02-00-000000-g01.h5",1.89268230315065e-05,"2022FEB.h5",1.89268204343036e-05,-2.59720287539966e-12,2022-02-15,-1.37223392981944e-05
2,"2023","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2023-02-00-000000-g01.h5",3.56201708200388e-05,"2023FEB.h5",3.56201681132093e-05,-2.706829470853e-12,2023-02-15,-7.59914792203276e-06
2,"2024","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2024-02-00-000000-g01.h5",1.28740566651686e-05,"2024FEB.h5",1.28740572780321e-05,6.12863528169313e-13,2024-02-15,4.7604538755408e-06
2,"2025","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2025-02-00-000000-g01.h5",4.92339349875692e-05,"2025FEB.h5",4.92339293384161e-05,-5.64915310168577e-12,2025-02-15,-1.14741043999445e-05
2,"2026","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2026-02-00-000000-g01.h5",2.05386731977342e-05,"2026FEB.h5",2.05386726347136e-05,-5.63020529991635e-13,2026-02-15,-2.74127021082649e-06
2,"2027","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2027-02-00-000000-g01.h5",4.69740807602648e-05,"2027FEB.h5",4.69740781725358e-05,-2.58772897451494e-12,2027-02-15,-5.50884431405052e-06
2,"2028","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2028-02-00-000000-g01.h5",3.58647557732183e-05,"2028FEB.h5",3.5864753661518e-05,-2.11170034095706e-12,2028-02-15,-5.88795405764841e-06
2,"2029","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2029-02-00-000000-g01.h5",3.78604454454035e-05,"2029FEB.h5",3.78604462060225e-05,7.60619079656286e-13,2029-02-15,2.00900720503938e-06
2,"2030","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2030-02-00-000000-g01.h5",2.51331821345957e-05,"2030FEB.h5",2.51331824485879e-05,3.13992220082621e-13,2030-02-15,1.24931343048473e-06
2,"2031","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2031-02-00-000000-g01.h5",2.96628059004433e-05,"2031FEB.h5",2.96628040814539e-05,-1.81898940354586e-12,2031-02-15,-6.13222299605809e-06
2,"2032","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2032-02-00-000000-g01.h5",3.79572411475237e-05,"2032FEB.h5",3.78183916204396e-05,-1.38849527084154e-07,2032-02-15,-0.365805108291473
2,"2033","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2033-02-00-000000-g01.h5",3.95249844586942e-05,"2033FEB.h5",3.93790988504233e-05,-1.45885608270914e-07,2033-02-15,-0.369097193253476
2,"2034","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2034-02-00-000000-g01.h5",1.7496324289823e-05,"2034FEB.h5",1.74963218766845e-05,-2.41313847227612e-12,2034-02-15,-1.3792259634382e-05
2,"2035","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2035-02-00-000000-g01.h5",1.28760111692827e-05,"2035FEB.h5",1.28760115671867e-05,3.97903932025656e-13,2035-02-15,3.09027328171396e-06
2,"2036","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2036-02-00-000000-g01.h5",2.63608653767733e-05,"2036FEB.h5",2.63608620478397e-05,-3.32893355418852e-12,2036-02-15,-1.26283166590468e-05
2,"2037","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2037-02-00-000000-g01.h5",3.0116823836579e-05,"2037FEB.h5",3.01168223911321e-05,-1.4454469352942e-12,2037-02-15,-4.79946671294584e-06
2,"2038","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2038-02-00-000000-g01.h5",4.41996853624005e-05,"2038FEB.h5",4.41996830399408e-05,-2.32245968198033e-12,2038-02-15,-5.25447106936028e-06
2,"2039","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2039-02-00-000000-g01.h5",1.89981619769242e-05,"2039FEB.h5",1.89981629247903e-05,9.47866124375836e-13,2039-02-15,4.98925172287557e-06
2,"2040","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2040-02-00-000000-g01.h5",1.58121420099633e-05,"2040FEB.h5",1.58121406823101e-05,-1.32765318378893e-12,2040-02-15,-8.39641576266814e-06
2,"2041","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2041-02-00-000000-g01.h5",1.26670029203524e-05,"2041FEB.h5",1.26670025738782e-05,-3.46474171781293e-13,2041-02-15,-2.73524979332862e-06
2,"2042","MortArb_All_ACCESS1-0_rcp45_statCO2_MgmtNone-E-2042-02-00-000000-g01.h5",1.78031586983707e-05,"2042FEB.h5",1.7803157983091e-05,-7.15279686202457e-13,2042-02-15,-4.01771224067815e-06
